beta
10257378.69978186
10239047.444711266
10525213.762804568
10529044.00650076
11039453.64187211
11251091.916283773
10664678.759761466
10753008.387493342
10857217.55406314
10969472.95809358
11575775.430803552
11195996.36540339
11142544.223140802
11896174.929122979
11992663.39046942
12176820.419026205
11947122.134305108
11922462.3647213
11603990.355414374
11528150.769344555
11264746.222491072
11287055.265031917
11392657.31169805
11719252.319518449
11638572.307778832
11817273.87234133
12114774.860992942
12116398.065291218
12428038.959629726
11962771.49293197
11761851.693332953
11674288.283457713
11556074.106006695
11233317.415912107
10743934.136316417
10817734.362714399
10957437.16727124
11008334.98248997
10833676.899714757
11121220.693581698
11216679.42174812
11423443.89866997
11423621.320542857
11466317.237826455
11399221.349352177
11493315.626739351
11273192.211949699
11381744.400252271
11579549.13135456
11842545.97777352
12509778.511394119
14164228.426186744
15822659.24106906
16746523.520807417
17137182.01257174
17539018.435727894
17365590.506025754
17132004.8678001
16285435.361104213
15203452.39297162
14422153.907197943
13713546.300608575
13018843.20010019
12153591.29253893
11281855.118292922
10797287.433972718
11030856.320172843
11050623.864499701
11091897.749942757
11297658.671097644
11628897.234781407
11880454.402995752
12556463.923169194
12272308.331384461
12280548.136411011
12621567.600470325
12467332.39391163
12543151.496764144
12584468.31471788
12587907.92071857
12975769.933900503
13153588.309436679
13167218.69122317
13400960.159480112
13587458.067796456
13804978.609287165
13648725.134352282
13413572.492076574
13233625.929138958
12941588.89071064
12981827.012310583
12933442.246711286
13041937.454956857
13606270.721105471
13979268.831795016
15111690.159821495
17167964.32064309
18384536.300993472
19512940.304981194
20062379.52627504
21044006.934825476
21377491.35467247
21523484.15441544
21077563.50119882
20960293.1484898
21002812.77583199
20382986.409609135
20606561.84255099
20576833.688031286
20368724.16011792
20320032.79087157
20329271.575659506
19919580.689328033
19800469.423149534
19771664.49187383
20037765.683058415
19732185.56324833
19203754.139483426
18747570.510645058
18220472.812909126
17788276.119869467
17516150.89246118
16794945.768896047
16489913.256931663
16041740.056146596
15630832.978475643
14996873.137656223
14853022.146886334
14617279.45593869
14283389.49027923
13958220.168053411
13764964.696259888
13579609.650052488
13514826.2894214
12985906.328856876
12676370.358677937
12626232.764447616
12296023.258106163
12022775.083513543
11792060.953822227
11630990.783685794
11523750.558560614
11247097.638224186
10804419.150552446
10679241.682929033
10355310.42092409
10173903.942133427
9849597.76587141
9540254.332061239
9324566.23847741
9246831.350197488
9152874.143550571
9252818.853569252
9175668.910179207
9411682.10610808
9500141.94072461
9666840.62307008
10143634.268550916
10345216.704020234
10536054.291452518
10717136.100225976
10790373.851151582
10960284.459655927
10930014.609095879
10574345.268077474
10656202.155458227
10874928.306265907
10853119.585921142
11006238.135025792
11199429.123611102
11429437.840223968
11694331.786816873
11676016.078123173
11522469.166389378
11621563.628684692
11611767.64660539
11927369.502461238
11901157.861331796
12013718.14546769
12200365.733336864
12517276.83782026
12473814.155549213
12718989.365267454
12930825.572016904
13389495.8999331
13427123.495009746
13382183.62476428
13186452.317689981
13327524.98124241
13224776.6900402
12922506.854623359
12641918.182436377
12503563.717395984
12093418.616842106
11869162.35921253
11507208.988679465
11105726.565618038
10782533.537496377
10259840.770210946
9858413.724612713
9739209.811035508
9568991.557817442
9537007.73037689
9574797.719794622
9577703.610200526
9724367.431515463
9936249.18431976
10343727.287011996
10565640.78390923
10807622.214938123
11133561.506145064
11403231.664128024
11579554.344634768
11633389.540529426
11540209.1397659
11626345.031976096
11548566.961649114
11451454.094249114
11387189.2233671
11693897.91449778
11880224.863826662
12041393.84145644
12129469.971155813
12310585.110087177
12499466.796379138
12624034.493518183
12386186.654120209
12289702.306428608
12374698.157781761
12274176.179843342
12176505.007899478
12004365.612538386
12006153.870682098
12172307.445051344
12415217.003821421
12669091.57601627
13184335.905115703
13611214.364462309
14234258.403346889
14566669.42785902
14984517.74021068
15157479.679477535
15143377.955050798
14952610.295415286
14857704.465829058
14516784.547690189
14252388.404451136
14513351.377941607
14480808.11784313
14404342.142778592
14332889.824405404
14327277.347814463
14275358.804845903
14212385.76012389
13869392.243910067
13567600.178999836
13534697.066324912
13312073.108218737
13076734.327803962
12828702.086131593
12630850.2240459
12432083.912600428
12266053.86928148
11934844.902677437
11816110.888875348
11649727.86751006
11649967.427616661
11553425.958152048
11441066.068876237
11452776.08859575
11397999.316460615
11412718.103206925
11352875.49629888
11149287.689320622
11063917.361027818
10884507.489912452
10740965.855997136
10487555.8824262
10407827.747592293
10236473.140546784
10033411.192975586
9822002.565368079
9418888.448203564
9412364.206504688
9624270.68689787
9624449.259612668
9690241.27739613
10037255.205620464
10348642.96308996
10786756.425617633
10807412.856285099
10756821.163363678
10692060.32373849
10782489.461163698
10665488.415334873
10771187.897593522
10762906.356887264
10901533.495522872
11042259.603261437
11160390.840653203
11241284.126357784
11353055.110517586
11301891.57450527
11210994.139055997
11003484.050300837
10790149.93651008
10498386.44902467
10166322.076370332
10057233.925232824
9846835.049088389
9646837.456321815
9508656.699163446
9457945.236162193
9417298.893978741
9421857.694780279
9211487.352665994
9199782.543136632
9063525.904803492
8916039.740476727
8708406.434828253
8623501.339877976
8490556.60693179
8456563.573804801
8382688.560047676
8131536.708952319
8104764.283805652
8041374.716563054
8018115.069404013
8029566.208991194
8003208.004093458
8093943.5940903695
8152863.337668855
8109485.20378894
8158729.8529014615
8218331.738939095
8338998.270834687
8431514.875838669
8469725.476237196
8314742.4471329795
8410216.909588542
8402595.063997883
8467450.350410245
8561967.046301762
8706987.063876772
8698753.478647022
8724319.816779254
8506398.946050027
8421065.354990331
8313785.410239962
7968918.0547464
7784681.1476281965
7815481.605613221
7762819.039853142
7662265.660507693
7605694.399036274
7433197.712121939
7492156.437321348
7468409.922536785
7490809.550043172
7322188.2418779265
7578871.877256624
7662975.7271619765
7859539.392618527
8140528.205461064
8497514.801986163
8918065.73726543
9513068.785904922
10086685.269384816
10931397.6765257
12090089.115944585
12932904.278456893
13780794.947310125
14471165.720172066
15254941.290227922
15758071.29954644
16034159.873954657
16010962.1577679
16746617.907411765
17400171.630904227
17758557.86824008
18681614.499300923
19680969.376378942
21009692.43442755
21819141.013650805
21578453.732745275
21012164.373513076
20745602.650573704
20284364.268856745
19896266.964714073
19045230.702965077
18057531.540085264
17292702.541961886
16648304.301453141
16115038.867412897
15862765.975195069
15476919.58569833
15042270.889143141
14611819.175363068
14275129.104979774
13890184.546327876
13722918.788965628
13575164.77583308
13395099.472325308
13308153.65432711
13274815.203578206
13183595.577706736
13104446.450560316
12780071.677721296
12606147.925846273
12527409.581688304
12262858.954354495
12101441.587930076
11971833.844669208
11902377.459028497
11863616.717832686
11879105.124031045
11828941.115723489
12028209.14895944
12050801.018376838
12077442.23007407
12035181.285573384
12011259.755770052
11843211.116428455
11530201.938363977
11214172.89623887
10922838.191605344
10703078.08692837
10571475.34605664
10350765.74306962
10180642.25320996
10035224.176340783
10154735.090876373
10230719.919001415
10283609.002410004
10302558.846782561
10371125.230382537
10305451.435701493
10356168.17426531
10086143.603777573
10028993.874133997
10008967.677906485
9942788.726944597
9922341.6056308
9934814.964918122
9966243.71353643
10041661.099224595
10084899.27288907
10110654.386954622
10216178.448790165
10224657.976872966
10102547.152205648
10001128.309780844
9935005.954884682
9974898.752929414
10036892.715803305
10058882.219679631
10138976.512264056
10335371.434622196
10436672.971775329
10419082.607947193
10355220.490357343
10424617.12730706
10483890.258280015
10480717.806115346
10410626.936226215
10411670.35251213
10445077.729575466
10437307.59008762
10331133.545179581
10328094.213761982
10641724.217893975
10814453.498145169
10959881.256138895
11362785.636221671
11846639.974793812
12257673.941498678
12732288.423499856
13032860.653618297
13685758.692297462
14303275.25799937
14691565.446489913
15070619.154450653
15411559.38435549
15587406.079965644
15526099.235586973
15425918.613276351
15165713.740030143
14997898.529711844
14774716.396448364
14355560.501428839
14149998.724327117
13797338.30377329
13842922.829005541
14290244.573814282
14765141.381096235
15059676.448238226
15417290.536028683
15344336.134074913
15539100.818655755
15684081.901348496
15449659.04252052
15120786.427182825
14859073.803938102
14646107.431233449
14639942.471107326
14632733.860986399
14717229.616867313
14788550.765089696
14790166.13635539
14824716.9331078
14740880.92750568
14744894.886554226
14527904.242039843
14479286.906761862
14346864.643566579
14251635.544810912
14128742.883119106
14083086.079798842
13872009.307778573
13796488.674792422
13678383.60639483
13576993.427127061
13845468.65078548
13780426.105417836
13741595.247300442
13727115.835220873
13683282.900906049
13716050.231647847
13771369.078296969
13535615.424005117
13658704.866990095
13867716.756766044
14010191.052025713
14194498.630441265
14438711.444387943
14659750.702155616
14748833.456027336
14698780.022682948
14662469.6947904
14728465.451759482
14938531.344193943
15745756.636015335
16432692.866927387
17175252.596189674
17795317.4820215
18397708.01869546
18735675.201760538
19792056.276652273
21160576.859661877
21710634.928297758
21085185.21610381
19754487.195000384
17964793.94056807
17061409.037316352
15701629.652408514
14373990.050634932
12888219.809575422
11702560.589156106
10781600.713979563
10255545.611660222
9071161.396773994
7864513.063874445
6162989.599498425
4788122.5045985235
3613573.4498973396
